fecha,var_anual_ipc_seasonally,var_anual_ipc,oficial,blue,ma30_oficial,ma30_blue,var_anual_ipc_diff,oficial_diff,blue_diff,ma30_oficial_diff,ma30_blue_diff
2019-04-01,55.727804509210884,56.80226182108437,44.266666666666666,44.266666666666666,43.46333333333334,43.07888888888888,0.6741615826790692,2.07311827956989,2.9763440860215056,2.7160215053763466,3.3681362007168403
2019-05-01,57.29651198193557,58.11059657739753,45.96774193548387,46.0,45.25483870967742,45.32688172043011,1.3083347563131582,1.7010752688172062,1.7333333333333343,1.7915053763440838,2.247992831541225
2019-06-01,55.75189582149274,55.65966708767589,45.1,45.06666666666667,45.74888888888889,45.738888888888894,-2.450929489721638,-0.8677419354838705,-0.93333333333333,0.4940501792114702,0.4120071684587856
2019-07-01,54.38663707010072,53.34005670279631,43.774193548387096,43.774193548387096,44.008602150537634,43.961290322580645,-2.3196103848795815,-1.3258064516129053,-1.292473118279574,-1.7402867383512586,-1.7775985663082494
2019-08-01,54.48255808705677,52.521891255489166,54.096774193548384,54.38709677419355,47.94086021505377,47.99677419354839,-0.8181654473071447,10.322580645161288,10.612903225806456,3.932258064516134,4.035483870967745
2019-09-01,53.54200569722636,51.091965677040704,58.833333333333336,61.333333333333336,58.01222222222222,59.47555555555555,-1.4299255784484615,4.736559139784951,6.946236559139784,10.071362007168453,11.478781362007162
2019-10-01,50.485307552858984,50.865245386162776,61.225806451612904,65.61290322580645,59.79139784946236,62.63870967741936,-0.22672029087792822,2.392473118279568,4.279569892473113,1.7791756272401429,3.163154121863805
2019-11-01,52.09175300658877,52.937724195516545,63.0,66.9,62.556666666666665,67.21111111111111,2.0724788093537683,1.774193548387096,1.2870967741935573,2.7652688172043014,4.572401433691752
2019-12-01,53.83240201633388,53.49909188615233,63.0,72.70967741935483,63.0,69.20430107526882,0.5613676906357838,0.0,5.809677419354827,0.44333333333333513,1.9931899641577075
2020-01-01,52.85572867690067,53.36431798579349,63.0,77.41935483870968,63.0,76.11935483870967,-0.1347739003588373,0.0,4.709677419354847,0.0,6.915053763440852
2020-02-01,50.27489185520109,51.40683054998213,63.62068965517241,78.3103448275862,63.19655172413793,77.91724137931034,-1.957487435811359,0.6206896551724128,0.8909899888765267,0.1965517241379331,1.7978865406006719
2020-03-01,48.3568665513352,49.590042308185225,65.35483870967742,82.51612903225806,64.43763440860215,79.8483870967742,-1.8167882417969068,1.7341490545050107,4.205784204671858,1.2410826844642173,1.9311457174638633
2020-04-01,45.625855660367385,46.50554282293385,67.8,98.56666666666666,66.63222222222223,87.72777777777779,-3.084499485251378,2.4451612903225737,16.0505376344086,2.1945878136200747,7.879390681003585
2020-05-01,43.42122821471692,44.03816896351475,69.88888888888889,125.44444444444444,68.84197530864198,114.60370370370372,-2.467373859419098,2.0888888888888886,26.87777777777778,2.2097530864197523,26.875925925925927
2020-06-01,42.75874911876987,42.688014568263405,72.5,125.86363636363636,70.81515151515151,126.21060606060605,-1.3501543952513444,2.6111111111111143,0.4191919191919169,1.9731762065095353,11.606902356902339
2020-07-01,42.390430987357576,41.574697652425364,75.30434782608695,130.7826086956522,73.5855072463768,127.2768115942029,-1.1133169158380412,2.8043478260869534,4.9189723320158265,2.770355731225294,1.0662055335968432
2020-08-01,40.6729416458653,39.20924224504223,77.47619047619048,133.8095238095238,76.07936507936509,131.8952380952381,-2.3654554073831306,2.171842650103528,3.0269151138716097,2.493857832988283,4.618426501035216
2020-09-01,36.62071923005068,34.94498395429402,79.5,137.95454545454547,78.10909090909091,134.63787878787878,-4.2642582907482165,2.0238095238095184,4.1450216450216715,2.0297258297258196,2.742640692640663
2020-10-01,37.23904007424079,37.51929032695652,83.18181818181819,170.45454545454547,80.81363636363636,148.8151515151515,2.5743063726625053,3.681818181818187,32.5,2.7045454545454533,14.177272727272737
2020-11-01,35.79781989182178,36.37917725660612,85.61904761904762,160.42857142857142,83.88571428571429,167.87301587301587,-1.1401130703504023,2.4372294372294334,-10.025974025974051,3.0720779220779235,19.05786435786436
2020-12-01,36.140587812345416,35.91681878890642,88.21739130434783,153.95652173913044,86.45652173913044,157.72753623188407,-0.46235846769970124,2.5983436853002075,-6.472049689440979,2.570807453416151,-10.1454796411318
2021-01-01,38.531980309830004,38.9027433988386,91.42857142857143,158.42857142857142,89.35714285714286,156.8920634920635,2.9859246099321837,3.2111801242236027,4.472049689440979,2.900621118012424,-0.8354727398205739
2021-02-01,40.651782754865295,41.567057243065,94.0,149.25,92.175,155.625,2.664313844226399,2.5714285714285694,-9.178571428571416,2.817857142857136,-1.2670634920634996
2021-03-01,42.64884970291425,43.73646209929112,96.69565217391305,143.47826086956522,94.88695652173914,147.23478260869567,2.169404856226116,2.6956521739130466,-5.771739130434781,2.7119565217391397,-8.390217391304333
2021-04-01,46.280152829043075,47.17245513737408,98.5,145.72727272727272,97.36666666666666,143.01515151515153,3.4359930380829624,1.8043478260869534,2.249011857707501,2.479710144927523,-4.2196310935441375
2021-05-01,48.84472864674745,49.5387279808321,99.76190476190476,153.52380952380952,98.93492063492063,148.83968253968254,2.3662728434580202,1.2619047619047592,7.796536796536799,1.5682539682539698,5.824531024531012
2021-06-01,50.20007839147161,50.11703386716743,100.5909090909091,162.0909090909091,100.0,155.9121212121212,0.578305886335329,0.8290043290043343,8.567099567099575,1.0650793650793702,7.072438672438665
2021-07-01,51.76617162510582,50.770017756582654,101.5909090909091,177.77272727272728,100.93181818181819,167.76212121212123,0.6529838894152249,1.0,15.681818181818187,0.931818181818187,11.850000000000023
2021-08-01,51.423887270992516,49.5732929952722,102.5909090909091,180.8181818181818,101.93181818181819,179.12727272727273,-1.1967247613104561,1.0,3.0454545454545325,1.0,11.365151515151496
2021-09-01,52.4712170969593,50.070175519952045,103.77272727272727,184.22727272727272,103.02575757575757,181.9909090909091,0.4968825246798474,1.1818181818181728,3.4090909090909065,1.0939393939393796,2.863636363636374
2021-10-01,52.11165082286735,52.50382804557306,104.85714285714286,188.8095238095238,104.15555555555557,185.16984126984127,2.4336525256210138,1.084415584415595,4.5822510822510765,1.1297979797979991,3.178932178932172
2021-11-01,51.18234515503297,52.01354754089698,105.77272727272727,200.6818181818182,105.12424242424244,193.52272727272728,-0.490280504676079,0.9155844155844051,11.872294372294391,0.9686868686868735,8.35288600288601
2021-12-01,50.941633543466324,50.626221972143874,107.56521739130434,200.7391304347826,106.41884057971014,200.05652173913043,-1.3873255687531056,1.7924901185770779,0.05731225296440812,1.2945981554676962,6.533794466403151
2022-01-01,50.69016214159103,51.177913898620986,109.52380952380952,211.95238095238096,108.17619047619047,204.4079365079365,0.5516919264771118,1.9585921325051743,11.213250517598368,1.757349896480335,4.35141476880608
2022-02-01,52.31925686439769,53.49722441721846,112.0,213.6,110.23499999999999,213.06666666666666,2.319310518597476,2.4761904761904816,1.647619047619031,2.058809523809515,8.658730158730151
2022-03-01,55.10663032213823,56.51193561591312,114.78260869565217,202.08695652173913,112.88260869565218,209.34782608695653,3.0147111986946555,2.782608695652172,-11.513043478260869,2.6476086956521954,-3.7188405797101325
2022-04-01,58.03800857180077,59.15700766436758,118.66666666666667,199.23809523809524,116.08095238095237,200.44126984126984,2.645072048454466,3.8840579710144993,-2.8488612836438847,3.1983436853001876,-8.906556245686687
2022-05-01,60.67992959624513,61.5420867194151,123.18181818181819,204.6818181818182,120.13333333333334,201.35757575757577,2.3850790550475196,4.515151515151516,5.443722943722946,4.052380952380972,0.9163059163059302
2022-06-01,63.982581648779814,63.87673713165893,128.04545454545453,218.22727272727272,124.86060606060606,207.9818181818182,2.3346504122438247,4.8636363636363455,13.545454545454533,4.7272727272727195,6.624242424242425
2022-07-01,71.00245393131924,69.63612980616375,135.23809523809524,290.76190476190476,130.33968253968254,240.5031746031746,5.759392674504824,7.192640692640708,72.53463203463204,5.4790764790764825,32.521356421356415
2022-08-01,78.51527309675541,75.68973962077031,142.30434782608697,292.82608695652175,137.56666666666666,292.58115942028985,6.05360981460656,7.066252587991727,2.06418219461699,7.226984126984121,52.07798481711524
2022-09-01,83.02998239535225,79.23059578114363,150.22727272727272,281.54545454545456,145.03939393939393,288.51969696969695,3.5408561603733233,7.922924901185752,-11.280632411067188,7.472727272727269,-4.061462450592899
